[34m[1mtrack: [0myolo_weights=[PosixPath('weights/yolov8n-seg.pt')], reid_weights=/home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/weights/osnet_x0_25_msmt17.pt, tracking_method=bytetrack, tracking_config=trackers/bytetrack/configs/bytetrack.yaml, source=datasets/tumor/tumor_01.mp4, imgsz=[640, 640], conf_thres=0.5, iou_thres=0.5, max_det=1000, device=, show_vid=False, save_txt=False, save_conf=False, save_crop=False, save_trajectories=False, save_vid=True, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/track, name=exp, exist_ok=False, line_thickness=2, hide_labels=False, hide_conf=False, hide_class=False, half=False, dnn=False, vid_stride=1, retina_masks=False
Ultralytics YOLOv8.0.20 🚀 Python-3.8.16 torch-1.13.1+cu117 CUDA:0 (NVIDIA GeForce RTX 2080 Ti, 11020MiB)
video 1/1 (121/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (122/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (123/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (124/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (125/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (126/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (127/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (128/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (129/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (130/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (131/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (132/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (133/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (134/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (135/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (136/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
Speed: 0.4ms pre-process, 9.1ms inference, 0.2ms NMS, 0.0ms bytetrack update per image at shape (1, 3, 640, 640)
Results saved to [1mruns/track/exp2[0m
